Date,Donation Source,State,Quantity Received (kg),Quantity Delivered (kg),No. of People Served,Shelter Name
2024-09-11,Marriage Hall,Punjab,194.8,189.37,168,"Sewa Bhawan, Patiala"
2024-09-11,Hotel Plaza,Himachal Pradesh,175.2,169.83,169,"Manali Niwas, Manali"
2024-09-11,Student Mess,Rajasthan,157.06,150.21,170,"Mewar Ashram, Udaipur"
2024-09-11,Food Corner,Haryana,189.34,183.66,171,"Sahara Bhawan, Karnal"
2024-09-12,Campus Canteen,Punjab,170.76,166.89,152,"Nanak Niwas, Bathinda"
2024-09-12,Community Center,Rajasthan,178.57,173.59,159,"Rajwada Relief Home, Jaipur"
2024-09-12,City Restaurant,Rajasthan,182.16,175.13,178,"Aravalli Niwas, Ajmer"
2024-09-12,Corporate Office,Uttarakhand,158.31,152.58,179,"Mandakini Ashram, Rudraprayag"
2024-09-12,Hotel Plaza,Uttar Pradesh,209.42,201.8,179,"Shanti Niwas, Lucknow"
2024-09-12,NGO Kitchen,Rajasthan,183.28,175.96,179,"Bikaner Shelter Trust, Bikaner"
2024-09-13,Local Bakery,Uttarakhand,173.98,168.06,153,"Devbhumi Shelter, Dehradun"
2024-09-13,Food Corner,Jammu & Kashmir,144.15,137.93,158,"Chenab Niwas, Udhampur"
2024-09-13,Student Mess,Himachal Pradesh,190.03,184.51,172,"Dalhousie Relief Home, Dalhousie"
2024-09-13,Campus Canteen,Uttarakhand,196.83,191.23,172,"Uttarakhand Seva Kendra, Nainital"
2024-09-13,Marriage Hall,Jammu & Kashmir,165.96,160.28,173,"Dal Kinara Shelter, Srinagar"
2024-09-13,NGO Kitchen,Uttar Pradesh,190.63,182.88,180,"Ganga Kinara Ashram, Varanasi"
2024-09-14,City Restaurant,Punjab,154.19,148.16,154,"Sewa Bhawan, Patiala"
2024-09-14,Local Bakery,Rajasthan,166.24,161.15,155,"Aravalli Niwas, Ajmer"
2024-09-14,Food Corner,Uttarakhand,177.22,171.57,158,"Uttarakhand Seva Kendra, Nainital"
2024-09-14,NGO Kitchen,Jammu & Kashmir,159.55,154.6,169,"Dal Kinara Shelter, Srinagar"
2024-09-14,Campus Canteen,Delhi,168.24,162.07,174,"Prem Ashram, Lajpat Nagar"
2024-09-14,Hotel Plaza,Rajasthan,206.83,197.8,181,"Aravalli Niwas, Ajmer"
2024-09-14,Corporate Office,Uttar Pradesh,170.3,166.44,181,"Ganga Kinara Ashram, Varanasi"
2024-09-15,Community Center,Jammu & Kashmir,178.73,171.52,153,"Dal Kinara Shelter, Srinagar"
2024-09-15,NGO Kitchen,Jammu & Kashmir,160.18,156.0,155,"Pahalgam Aasra, Pahalgam"
2024-09-15,Campus Canteen,Uttarakhand,153.69,148.46,157,"Mandakini Ashram, Rudraprayag"
2024-09-15,Local Bakery,Rajasthan,159.47,154.66,162,"Thar Seva Sadan, Jodhpur"
2024-09-15,Student Mess,Rajasthan,189.01,180.67,166,"Rajwada Relief Home, Jaipur"
2024-09-15,Food Corner,Rajasthan,156.76,149.33,171,"Thar Seva Sadan, Jodhpur"
2024-09-15,Hotel Plaza,Uttar Pradesh,204.31,196.66,179,"Prayag Seva Sadan, Prayagraj"
2024-09-16,Student Mess,Rajasthan,182.88,175.1,157,"Bikaner Shelter Trust, Bikaner"
2024-09-16,NGO Kitchen,Uttar Pradesh,171.42,167.07,169,"Vrindavan Aasra, Mathura"
2024-09-16,Corporate Office,Punjab,169.4,164.94,173,"Nanak Niwas, Bathinda"
2024-09-17,Local Bakery,Jammu & Kashmir,152.66,148.33,158,"Pahalgam Aasra, Pahalgam"
2024-09-17,NGO Kitchen,Delhi,173.06,168.91,171,"Prem Ashram, Lajpat Nagar"
2024-09-17,Food Corner,Jammu & Kashmir,154.73,150.3,176,"Chenab Niwas, Udhampur"
2024-09-17,Corporate Office,Haryana,184.68,177.33,182,"Sahara Bhawan, Karnal"
2024-09-17,Student Mess,Delhi,182.1,177.15,182,"Dil Se Sewa Kendra, Rohini"
2024-09-18,Food Corner,Uttarakhand,154.92,148.68,154,"Uttarakhand Seva Kendra, Nainital"
2024-09-18,Campus Canteen,Delhi,177.55,172.62,161,"Umeed Ghar, Saket"
2024-09-18,City Restaurant,Jammu & Kashmir,165.33,160.54,164,"Chenab Niwas, Udhampur"
2024-09-18,Local Bakery,Himachal Pradesh,172.5,167.46,168,"Manali Niwas, Manali"
2024-09-18,Student Mess,Himachal Pradesh,194.98,188.78,177,"Himalayan Aasra, Shimla"
2024-09-18,Corporate Office,Himachal Pradesh,205.31,198.49,179,"Himalayan Aasra, Shimla"
2024-09-19,Marriage Hall,Uttarakhand,163.3,159.96,158,"Mandakini Ashram, Rudraprayag"
2024-09-19,NGO Kitchen,Uttarakhand,155.67,152.57,160,"Pahadi Niwas, Haridwar"
2024-09-19,Local Bakery,Haryana,161.31,154.94,165,"Mamta Ashram, Rohtak"
2024-09-19,Hotel Plaza,Rajasthan,186.65,180.41,166,"Aravalli Niwas, Ajmer"
2024-09-19,Community Center,Uttarakhand,178.06,173.65,172,"Pahadi Niwas, Haridwar"
2024-09-20,Food Corner,Punjab,184.13,176.09,158,"Sewa Bhawan, Patiala"
2024-09-20,NGO Kitchen,Haryana,156.45,153.36,173,"Sukoon Sadan, Hisar"
2024-09-20,City Restaurant,Jammu & Kashmir,195.06,188.27,176,"Banihal Relief Home, Banihal"
2024-09-20,Marriage Hall,Uttarakhand,179.27,175.37,180,"Uttarakhand Seva Kendra, Nainital"
2024-09-21,Hotel Plaza,Rajasthan,162.5,158.82,155,"Aravalli Niwas, Ajmer"
2024-09-21,City Restaurant,Uttar Pradesh,163.8,157.53,167,"Ganga Kinara Ashram, Varanasi"
2024-09-21,Community Center,Uttar Pradesh,161.61,156.22,171,"Prayag Seva Sadan, Prayagraj"
2024-09-21,NGO Kitchen,Punjab,189.74,181.03,174,"Sewa Bhawan, Patiala"
2024-09-21,Corporate Office,Rajasthan,161.05,154.08,174,"Mewar Ashram, Udaipur"
2024-09-22,City Restaurant,Punjab,148.95,144.01,156,"Vatsal Niwas, Jalandhar"
2024-09-22,Student Mess,Himachal Pradesh,167.27,163.45,160,"Dalhousie Relief Home, Dalhousie"
2024-09-22,NGO Kitchen,Uttarakhand,179.02,173.05,161,"Pahadi Niwas, Haridwar"
2024-09-22,Food Corner,Delhi,167.53,160.67,169,"Prem Ashram, Lajpat Nagar"
2024-09-22,Campus Canteen,Punjab,158.41,153.01,170,"Guru Nanak Seva Sadan, Amritsar"
2024-09-22,Corporate Office,Uttar Pradesh,175.97,168.38,181,"Ganga Kinara Ashram, Varanasi"
2024-09-23,City Restaurant,Jammu & Kashmir,169.9,162.73,167,"Dal Kinara Shelter, Srinagar"
2024-09-23,Campus Canteen,Rajasthan,216.96,211.99,185,"Rajwada Relief Home, Jaipur"
2024-09-23,Local Bakery,Haryana,208.46,201.24,187,"Mamta Ashram, Rohtak"
2024-09-24,Hotel Plaza,Delhi,149.17,143.04,157,"Aasra Shelter Home, Paharganj"
2024-09-24,Corporate Office,Delhi,177.75,171.1,159,"Dil Se Sewa Kendra, Rohini"
2024-09-24,NGO Kitchen,Haryana,183.96,177.83,160,"Priya Niwas, Faridabad"
2024-09-24,Campus Canteen,Punjab,170.02,162.58,167,"Nanak Niwas, Bathinda"
2024-09-24,Local Bakery,Rajasthan,185.27,178.07,169,"Rajwada Relief Home, Jaipur"
2024-09-25,Corporate Office,Uttar Pradesh,160.22,153.62,162,"Vrindavan Aasra, Mathura"
2024-09-25,Hotel Plaza,Rajasthan,182.9,177.45,175,"Bikaner Shelter Trust, Bikaner"
2024-09-25,Local Bakery,Uttarakhand,190.31,185.09,181,"Mandakini Ashram, Rudraprayag"
2024-09-26,Hotel Plaza,Haryana,189.38,183.63,162,"Sukoon Sadan, Hisar"
2024-09-26,Campus Canteen,Uttarakhand,149.36,143.06,167,"Devbhumi Shelter, Dehradun"
2024-09-26,NGO Kitchen,Delhi,199.6,190.62,180,"Prem Ashram, Lajpat Nagar"
2024-09-27,Marriage Hall,Jammu & Kashmir,163.55,156.09,159,"Pahalgam Aasra, Pahalgam"
2024-09-27,Student Mess,Himachal Pradesh,147.52,141.49,160,"Manali Niwas, Manali"
2024-09-27,Community Center,Uttar Pradesh,171.84,166.61,166,"Ganga Kinara Ashram, Varanasi"
2024-09-27,Local Bakery,Uttarakhand,170.46,166.78,167,"Shivalik Aasra, Rishikesh"
2024-09-27,Hotel Plaza,Rajasthan,195.11,190.96,169,"Bikaner Shelter Trust, Bikaner"
2024-09-27,City Restaurant,Haryana,202.17,194.5,170,"Sukoon Sadan, Hisar"
2024-09-28,NGO Kitchen,Uttarakhand,173.55,167.53,159,"Shivalik Aasra, Rishikesh"
2024-09-28,Campus Canteen,Rajasthan,193.29,185.08,163,"Rajwada Relief Home, Jaipur"
2024-09-28,City Restaurant,Rajasthan,189.17,180.85,167,"Bikaner Shelter Trust, Bikaner"
2024-09-28,Local Bakery,Himachal Pradesh,185.4,180.85,175,"Dharamsala Shelter, Dharamsala"
2024-09-28,Marriage Hall,Himachal Pradesh,199.86,192.14,178,"Kullu Seva Kendra, Kullu"
2024-09-28,Food Corner,Punjab,209.18,204.48,189,"Khalsa Ashram, Ludhiana"
2024-09-29,Community Center,Delhi,194.48,186.01,168,"Prem Ashram, Lajpat Nagar"
2024-09-29,Food Corner,Haryana,187.13,178.84,170,"Priya Niwas, Faridabad"
2024-09-29,Local Bakery,Jammu & Kashmir,175.37,169.2,174,"Dal Kinara Shelter, Srinagar"
2024-09-29,NGO Kitchen,Haryana,212.27,204.17,183,"Sukoon Sadan, Hisar"
2024-09-30,Food Corner,Uttarakhand,188.06,180.54,162,"Mandakini Ashram, Rudraprayag"
2024-09-30,Campus Canteen,Haryana,155.99,151.23,165,"Sukoon Sadan, Hisar"
2024-09-30,City Restaurant,Haryana,199.23,193.72,182,"Aanchal Shelter, Gurugram"
2024-09-30,Local Bakery,Himachal Pradesh,211.39,202.12,189,"Dalhousie Relief Home, Dalhousie"
2024-09-30,NGO Kitchen,Punjab,210.32,202.3,191,"Nanak Niwas, Bathinda"
2024-10-01,Local Bakery,Himachal Pradesh,167.31,163.27,165,"Kullu Seva Kendra, Kullu"
2024-10-01,Campus Canteen,Himachal Pradesh,156.05,152.77,172,"Manali Niwas, Manali"
2024-10-01,Student Mess,Himachal Pradesh,197.15,190.42,177,"Dharamsala Shelter, Dharamsala"
2024-10-01,Community Center,Himachal Pradesh,172.73,166.55,178,"Dharamsala Shelter, Dharamsala"
2024-10-01,City Restaurant,Jammu & Kashmir,176.99,171.27,188,"Chenab Niwas, Udhampur"
2024-10-01,Food Corner,Jammu & Kashmir,215.9,211.33,190,"Chenab Niwas, Udhampur"
2024-10-02,Student Mess,Uttarakhand,173.39,167.08,172,"Devbhumi Shelter, Dehradun"
2024-10-02,Hotel Plaza,Jammu & Kashmir,181.18,175.65,174,"Chenab Niwas, Udhampur"
2024-10-02,Local Bakery,Jammu & Kashmir,190.38,182.58,182,"Pahalgam Aasra, Pahalgam"
2024-10-02,NGO Kitchen,Jammu & Kashmir,208.71,202.79,185,"Dal Kinara Shelter, Srinagar"
2024-10-03,Campus Canteen,Uttar Pradesh,142.0,139.2,163,"Shanti Niwas, Lucknow"
2024-10-03,Student Mess,Uttar Pradesh,175.31,169.2,170,"Prayag Seva Sadan, Prayagraj"
2024-10-03,Local Bakery,Haryana,172.05,168.32,173,"Sukoon Sadan, Hisar"
2024-10-04,Campus Canteen,Delhi,155.04,151.35,162,"Dil Se Sewa Kendra, Rohini"
2024-10-04,Marriage Hall,Jammu & Kashmir,176.19,171.27,164,"Pahalgam Aasra, Pahalgam"
2024-10-04,NGO Kitchen,Haryana,146.67,140.16,164,"Aanchal Shelter, Gurugram"
2024-10-04,Local Bakery,Rajasthan,161.52,155.11,170,"Thar Seva Sadan, Jodhpur"
2024-10-05,Food Corner,Rajasthan,191.02,182.4,170,"Thar Seva Sadan, Jodhpur"
2024-10-05,Student Mess,Punjab,179.24,173.34,171,"Nanak Niwas, Bathinda"
2024-10-05,Hotel Plaza,Uttar Pradesh,195.41,191.06,173,"Agra Relief Center, Agra"
2024-10-05,Campus Canteen,Uttarakhand,166.53,158.72,184,"Devbhumi Shelter, Dehradun"
2024-10-05,Community Center,Delhi,197.07,188.82,190,"Snehi Niwas, Dwarka"
2024-10-05,Corporate Office,Uttarakhand,177.47,172.76,191,"Devbhumi Shelter, Dehradun"
2024-10-06,City Restaurant,Punjab,157.4,152.63,166,"Guru Nanak Seva Sadan, Amritsar"
2024-10-06,Hotel Plaza,Rajasthan,200.04,191.13,167,"Bikaner Shelter Trust, Bikaner"
2024-10-06,Community Center,Delhi,149.25,144.96,168,"Snehi Niwas, Dwarka"
2024-10-06,Food Corner,Jammu & Kashmir,181.21,174.37,177,"Banihal Relief Home, Banihal"
2024-10-06,Campus Canteen,Uttarakhand,215.78,208.43,184,"Uttarakhand Seva Kendra, Nainital"
2024-10-06,Corporate Office,Rajasthan,197.99,191.77,191,"Aravalli Niwas, Ajmer"
2024-10-06,Local Bakery,Rajasthan,227.7,221.33,193,"Mewar Ashram, Udaipur"
2024-10-07,Corporate Office,Rajasthan,173.41,165.3,168,"Thar Seva Sadan, Jodhpur"
2024-10-07,Marriage Hall,Uttarakhand,166.13,158.52,182,"Shivalik Aasra, Rishikesh"
2024-10-07,NGO Kitchen,Haryana,213.55,204.14,191,"Sukoon Sadan, Hisar"
2024-10-08,Corporate Office,Jammu & Kashmir,168.77,161.42,168,"Pahalgam Aasra, Pahalgam"
2024-10-08,Community Center,Uttarakhand,172.98,169.03,177,"Mandakini Ashram, Rudraprayag"
2024-10-08,Local Bakery,Haryana,189.79,183.79,178,"Sahara Bhawan, Karnal"
2024-10-08,Campus Canteen,Uttarakhand,168.51,163.22,189,"Devbhumi Shelter, Dehradun"
2024-10-08,Hotel Plaza,Haryana,210.0,201.78,190,"Aanchal Shelter, Gurugram"
2024-10-08,Food Corner,Delhi,195.48,186.69,194,"Snehi Niwas, Dwarka"
2024-10-09,Campus Canteen,Uttarakhand,200.78,196.41,174,"Pahadi Niwas, Haridwar"
2024-10-09,NGO Kitchen,Haryana,209.09,201.19,183,"Sahara Bhawan, Karnal"
2024-10-09,Local Bakery,Jammu & Kashmir,188.95,182.15,189,"Dal Kinara Shelter, Srinagar"
2024-10-10,Local Bakery,Haryana,183.28,178.81,172,"Aanchal Shelter, Gurugram"
2024-10-10,Marriage Hall,Uttarakhand,199.45,190.77,173,"Shivalik Aasra, Rishikesh"
2024-10-10,Student Mess,Uttar Pradesh,171.21,166.42,173,"Agra Relief Center, Agra"
2024-10-10,City Restaurant,Uttar Pradesh,156.77,152.0,173,"Agra Relief Center, Agra"
2024-10-10,Community Center,Rajasthan,162.55,157.72,179,"Aravalli Niwas, Ajmer"
2024-10-10,Corporate Office,Delhi,162.9,159.09,184,"Umeed Ghar, Saket"
2024-10-10,Campus Canteen,Himachal Pradesh,206.7,198.72,194,"Manali Niwas, Manali"
2024-10-11,Corporate Office,Uttarakhand,176.46,169.41,167,"Uttarakhand Seva Kendra, Nainital"
2024-10-11,Student Mess,Uttar Pradesh,188.29,179.95,167,"Prayag Seva Sadan, Prayagraj"
2024-10-11,City Restaurant,Himachal Pradesh,174.12,168.19,172,"Kullu Seva Kendra, Kullu"
2024-10-11,Marriage Hall,Himachal Pradesh,197.16,190.64,181,"Dharamsala Shelter, Dharamsala"
2024-10-11,Food Corner,Uttarakhand,196.01,190.19,189,"Devbhumi Shelter, Dehradun"
2024-10-11,Local Bakery,Punjab,193.75,188.15,197,"Vatsal Niwas, Jalandhar"
2024-10-12,Local Bakery,Delhi,184.3,178.75,168,"Prem Ashram, Lajpat Nagar"
2024-10-12,Marriage Hall,Uttar Pradesh,183.83,175.81,182,"Ganga Kinara Ashram, Varanasi"
2024-10-12,Hotel Plaza,Uttar Pradesh,174.3,166.93,183,"Prayag Seva Sadan, Prayagraj"
2024-10-12,Community Center,Haryana,166.65,163.19,191,"Sahara Bhawan, Karnal"
2024-10-13,Hotel Plaza,Jammu & Kashmir,166.15,161.24,169,"Banihal Relief Home, Banihal"
2024-10-13,Corporate Office,Uttarakhand,182.22,175.07,181,"Mandakini Ashram, Rudraprayag"
2024-10-13,Community Center,Himachal Pradesh,172.93,168.75,188,"Dalhousie Relief Home, Dalhousie"
2024-10-13,Student Mess,Uttar Pradesh,208.04,199.26,190,"Ganga Kinara Ashram, Varanasi"
2024-10-14,Corporate Office,Jammu & Kashmir,169.92,162.31,175,"Jhelum Seva Sadan, Jammu"
2024-10-14,Hotel Plaza,Uttar Pradesh,186.33,180.53,175,"Agra Relief Center, Agra"
2024-10-14,Marriage Hall,Jammu & Kashmir,188.41,182.27,186,"Chenab Niwas, Udhampur"
2024-10-15,Marriage Hall,Punjab,166.21,161.09,171,"Guru Nanak Seva Sadan, Amritsar"
2024-10-15,Corporate Office,Jammu & Kashmir,180.94,176.17,174,"Dal Kinara Shelter, Srinagar"
2024-10-15,Local Bakery,Himachal Pradesh,194.95,187.48,174,"Kullu Seva Kendra, Kullu"
2024-10-15,Campus Canteen,Delhi,197.2,189.4,175,"Dil Se Sewa Kendra, Rohini"
2024-10-15,NGO Kitchen,Rajasthan,175.84,170.54,175,"Thar Seva Sadan, Jodhpur"
2024-10-15,Community Center,Jammu & Kashmir,216.01,206.78,187,"Jhelum Seva Sadan, Jammu"
2024-10-16,Local Bakery,Uttarakhand,175.36,169.99,176,"Shivalik Aasra, Rishikesh"
2024-10-16,Hotel Plaza,Himachal Pradesh,189.33,183.75,179,"Dalhousie Relief Home, Dalhousie"
2024-10-16,City Restaurant,Uttarakhand,193.88,189.51,184,"Shivalik Aasra, Rishikesh"
2024-10-16,Food Corner,Punjab,212.17,203.96,184,"Guru Nanak Seva Sadan, Amritsar"
2024-10-16,Student Mess,Jammu & Kashmir,207.04,198.94,187,"Dal Kinara Shelter, Srinagar"
2024-10-16,Campus Canteen,Haryana,178.88,171.16,189,"Mamta Ashram, Rohtak"
2024-10-17,Local Bakery,Uttar Pradesh,185.15,181.44,170,"Agra Relief Center, Agra"
2024-10-17,Student Mess,Jammu & Kashmir,208.0,202.93,189,"Jhelum Seva Sadan, Jammu"
2024-10-17,Campus Canteen,Uttar Pradesh,225.94,219.9,198,"Shanti Niwas, Lucknow"
2024-10-18,NGO Kitchen,Punjab,174.68,171.07,174,"Sewa Bhawan, Patiala"
2024-10-18,Food Corner,Uttarakhand,188.99,181.5,177,"Mandakini Ashram, Rudraprayag"
2024-10-18,Local Bakery,Uttarakhand,178.97,175.35,197,"Pahadi Niwas, Haridwar"
2024-10-18,Campus Canteen,Rajasthan,210.19,202.46,199,"Bikaner Shelter Trust, Bikaner"
2024-10-19,Local Bakery,Haryana,178.19,173.53,171,"Sahara Bhawan, Karnal"
2024-10-19,Food Corner,Uttar Pradesh,187.52,182.18,175,"Prayag Seva Sadan, Prayagraj"
2024-10-19,NGO Kitchen,Rajasthan,204.65,200.21,176,"Rajwada Relief Home, Jaipur"
2024-10-19,Marriage Hall,Delhi,199.91,190.97,195,"Prem Ashram, Lajpat Nagar"
2024-10-19,Student Mess,Rajasthan,205.29,196.06,199,"Rajwada Relief Home, Jaipur"
2024-10-19,Corporate Office,Uttarakhand,209.47,200.99,199,"Uttarakhand Seva Kendra, Nainital"
2024-10-20,Corporate Office,Delhi,179.04,173.48,172,"Aasra Shelter Home, Paharganj"
2024-10-20,NGO Kitchen,Himachal Pradesh,184.67,181.03,173,"Manali Niwas, Manali"
2024-10-20,Hotel Plaza,Punjab,180.33,173.06,175,"Guru Nanak Seva Sadan, Amritsar"
2024-10-20,Local Bakery,Uttarakhand,187.11,180.17,193,"Shivalik Aasra, Rishikesh"
2024-10-20,City Restaurant,Uttar Pradesh,185.3,178.0,194,"Vrindavan Aasra, Mathura"
2024-10-20,Student Mess,Haryana,222.49,212.75,198,"Mamta Ashram, Rohtak"
2024-10-20,Food Corner,Punjab,225.57,220.65,201,"Nanak Niwas, Bathinda"
2024-10-21,Local Bakery,Uttarakhand,160.61,153.8,177,"Uttarakhand Seva Kendra, Nainital"
2024-10-21,Hotel Plaza,Jammu & Kashmir,202.61,198.58,181,"Banihal Relief Home, Banihal"
2024-10-21,Community Center,Himachal Pradesh,221.51,215.52,199,"Dalhousie Relief Home, Dalhousie"
2024-10-22,Community Center,Uttarakhand,176.75,171.0,173,"Devbhumi Shelter, Dehradun"
2024-10-22,Hotel Plaza,Himachal Pradesh,202.49,193.31,178,"Manali Niwas, Manali"
2024-10-22,Campus Canteen,Delhi,207.36,199.56,182,"Aasra Shelter Home, Paharganj"
2024-10-22,Marriage Hall,Himachal Pradesh,210.18,200.19,185,"Dalhousie Relief Home, Dalhousie"
2024-10-22,Food Corner,Himachal Pradesh,232.33,222.13,194,"Kullu Seva Kendra, Kullu"
2024-10-22,Student Mess,Himachal Pradesh,223.46,218.09,203,"Dharamsala Shelter, Dharamsala"
2024-10-23,Campus Canteen,Rajasthan,166.51,161.98,177,"Aravalli Niwas, Ajmer"
2024-10-23,City Restaurant,Haryana,190.93,183.99,186,"Sukoon Sadan, Hisar"
2024-10-23,Marriage Hall,Punjab,176.01,168.29,188,"Guru Nanak Seva Sadan, Amritsar"
2024-10-23,Hotel Plaza,Himachal Pradesh,191.95,188.09,193,"Manali Niwas, Manali"
2024-10-23,Corporate Office,Uttar Pradesh,189.49,183.05,197,"Ganga Kinara Ashram, Varanasi"
2024-10-24,Local Bakery,Delhi,209.18,200.45,181,"Snehi Niwas, Dwarka"
2024-10-24,Marriage Hall,Himachal Pradesh,210.9,206.29,188,"Manali Niwas, Manali"
2024-10-24,Student Mess,Uttar Pradesh,230.51,219.96,197,"Vrindavan Aasra, Mathura"
2024-10-24,Community Center,Uttarakhand,218.41,209.88,202,"Uttarakhand Seva Kendra, Nainital"
2024-10-25,NGO Kitchen,Uttar Pradesh,190.02,184.81,176,"Vrindavan Aasra, Mathura"
2024-10-25,Food Corner,Uttar Pradesh,186.78,178.76,178,"Ganga Kinara Ashram, Varanasi"
2024-10-25,Marriage Hall,Rajasthan,202.76,194.24,179,"Aravalli Niwas, Ajmer"
2024-10-25,Hotel Plaza,Rajasthan,204.97,199.18,186,"Mewar Ashram, Udaipur"
2024-10-25,Local Bakery,Haryana,189.67,183.43,187,"Sukoon Sadan, Hisar"
2024-10-25,City Restaurant,Himachal Pradesh,177.8,172.05,189,"Kullu Seva Kendra, Kullu"
2024-10-25,Campus Canteen,Rajasthan,203.46,198.68,203,"Mewar Ashram, Udaipur"
2024-10-26,Food Corner,Delhi,210.65,204.09,179,"Snehi Niwas, Dwarka"
2024-10-26,Community Center,Uttarakhand,203.18,196.54,179,"Devbhumi Shelter, Dehradun"
2024-10-26,Marriage Hall,Rajasthan,219.34,212.2,194,"Bikaner Shelter Trust, Bikaner"
2024-10-26,Local Bakery,Jammu & Kashmir,213.6,206.04,194,"Dal Kinara Shelter, Srinagar"
2024-10-26,NGO Kitchen,Jammu & Kashmir,182.53,176.54,201,"Chenab Niwas, Udhampur"
2024-10-26,City Restaurant,Delhi,229.92,225.31,201,"Umeed Ghar, Saket"
2024-10-26,Student Mess,Jammu & Kashmir,231.65,221.33,206,"Jhelum Seva Sadan, Jammu"
2024-10-27,Marriage Hall,Haryana,197.89,190.46,181,"Sukoon Sadan, Hisar"
2024-10-27,City Restaurant,Uttarakhand,216.18,210.19,186,"Shivalik Aasra, Rishikesh"
2024-10-27,NGO Kitchen,Uttarakhand,172.53,166.94,196,"Pahadi Niwas, Haridwar"
2024-10-27,Hotel Plaza,Uttarakhand,227.55,220.26,202,"Pahadi Niwas, Haridwar"
2024-10-28,Community Center,Jammu & Kashmir,214.57,207.18,182,"Dal Kinara Shelter, Srinagar"
2024-10-28,Campus Canteen,Himachal Pradesh,207.54,203.39,182,"Kullu Seva Kendra, Kullu"
2024-10-28,NGO Kitchen,Delhi,182.26,173.96,184,"Dil Se Sewa Kendra, Rohini"
2024-10-28,Corporate Office,Himachal Pradesh,208.59,204.38,185,"Kullu Seva Kendra, Kullu"
2024-10-28,Food Corner,Punjab,179.83,175.06,186,"Khalsa Ashram, Ludhiana"
2024-10-28,Marriage Hall,Punjab,190.66,185.08,187,"Nanak Niwas, Bathinda"
2024-10-28,Hotel Plaza,Delhi,217.06,210.4,206,"Snehi Niwas, Dwarka"
2024-10-29,Local Bakery,Jammu & Kashmir,168.34,160.69,188,"Dal Kinara Shelter, Srinagar"
2024-10-29,Marriage Hall,Rajasthan,169.09,161.62,189,"Thar Seva Sadan, Jodhpur"
2024-10-29,Hotel Plaza,Punjab,184.16,180.24,191,"Sewa Bhawan, Patiala"
2024-10-29,Corporate Office,Uttarakhand,168.36,163.99,192,"Uttarakhand Seva Kendra, Nainital"
2024-10-29,Community Center,Uttarakhand,203.92,194.36,200,"Mandakini Ashram, Rudraprayag"
2024-10-29,Food Corner,Himachal Pradesh,185.28,177.44,203,"Dharamsala Shelter, Dharamsala"
2024-10-29,NGO Kitchen,Uttarakhand,236.85,228.37,203,"Uttarakhand Seva Kendra, Nainital"
2024-10-30,NGO Kitchen,Punjab,206.79,202.54,179,"Nanak Niwas, Bathinda"
2024-10-30,Campus Canteen,Rajasthan,180.2,175.34,186,"Bikaner Shelter Trust, Bikaner"
2024-10-30,Marriage Hall,Punjab,205.84,201.75,190,"Vatsal Niwas, Jalandhar"
2024-10-30,Food Corner,Uttar Pradesh,203.33,196.68,196,"Prayag Seva Sadan, Prayagraj"
2024-10-30,Local Bakery,Delhi,177.88,172.88,203,"Snehi Niwas, Dwarka"
2024-10-30,Corporate Office,Rajasthan,191.04,185.08,208,"Aravalli Niwas, Ajmer"
2024-10-31,Student Mess,Uttarakhand,187.0,180.55,186,"Devbhumi Shelter, Dehradun"
2024-10-31,City Restaurant,Himachal Pradesh,168.95,165.45,190,"Manali Niwas, Manali"
2024-10-31,Food Corner,Himachal Pradesh,208.84,198.93,191,"Manali Niwas, Manali"
2024-10-31,Corporate Office,Uttarakhand,195.16,188.07,193,"Shivalik Aasra, Rishikesh"
2024-10-31,Local Bakery,Haryana,204.92,199.24,206,"Sukoon Sadan, Hisar"
2024-11-01,Community Center,Haryana,200.89,192.67,183,"Sahara Bhawan, Karnal"
2024-11-01,Marriage Hall,Haryana,191.32,187.33,183,"Aanchal Shelter, Gurugram"
2024-11-01,Student Mess,Uttarakhand,193.34,187.84,184,"Shivalik Aasra, Rishikesh"
2024-11-01,Campus Canteen,Delhi,211.39,204.35,191,"Umeed Ghar, Saket"
2024-11-01,Local Bakery,Delhi,179.69,173.85,195,"Aasra Shelter Home, Paharganj"
2024-11-02,Hotel Plaza,Jammu & Kashmir,186.34,178.29,185,"Pahalgam Aasra, Pahalgam"
2024-11-02,Local Bakery,Uttar Pradesh,187.91,180.75,188,"Agra Relief Center, Agra"
2024-11-02,Corporate Office,Jammu & Kashmir,232.11,225.44,203,"Banihal Relief Home, Banihal"
